,id,title,all_artists,popularity,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,2TEex5u61uBfXxZxr7fjiN,Appreciate,C.L. Smooth,32,2004-10-05,0.776,0.519,7,-8.565,1,0.0479,2.47e-06,0.0979,0.736,90.845,273400,4
1,6GahCp1Sv5erbWlIWghLyy,Get Away,Lord Cinic,15,2022-02-18,0.559,0.778,7,-6.144,1,0.0563,0.0,0.423,0.432,127.021,202666,3
2,6G8ybvaNEW2nn1wMzvKjRc,Fabrics,Felly,51,2014-10-20,0.807,0.493,10,-7.087,0,0.393,0.0,0.138,0.262,75.589,214974,4
3,3jaEmUzw0Nt4GcyPkWEDCi,Stressed Out (feat. Faith Evans),Faith Evans,46,1996-07-30,0.823,0.399,7,-10.108,1,0.0712,0.000258,0.0954,0.577,93.524,298200,4
4,2TORzkrjMlSGh8OSJLwbNJ,Aqua De Vida,Kenji,26,2022-10-07,0.704,0.675,6,-9.618,0,0.543,5.12e-06,0.356,0.705,81.997,186951,4
5,284zhKpCBqHPTd7qE5ThrG,Price Of Love,Statik Selektah,28,2022-09-23,0.771,0.815,2,-5.282,1,0.338,0.0,0.182,0.549,97.006,244000,4
6,6V7O5e4MdTaVi3lydC1fAJ,Good Morning Baltimore (feat. Yung Miss),Yung Miss,18,2015-06-30,0.717,0.757,5,-7.567,0,0.446,0.0,0.225,0.793,89.924,192040,4
7,7CP26sKECLmQFZTCsCgJaS,(Octagon Loops),Athan,18,2022-06-22,0.373,0.76,0,-4.146,1,0.961,0.423,0.632,0.647,77.111,225881,1
8,4RlGKI1xPiIhzM2bvadnSb,RUNNING LAPS,Rim,25,2022-08-28,0.489,0.523,6,-7.582,0,0.653,0.0,0.146,0.565,178.59,144525,4
9,3CucRFXpk3YSN5W6GHAPJL,We'll Always Have Paris,Chris Karns,17,2022-09-16,0.473,0.657,11,-6.236,1,0.138,3.81e-05,0.401,0.712,90.459,201909,4
10,7udxntSbNHaijsFoY3Mewh,Windy Days,NugLife,26,2022-09-17,0.689,0.8,8,-7.203,0,0.0533,0.0,0.139,0.589,142.558,181895,4
11,7CHtStTNe0twCQpFbV7ne0,THE END - 2024,FrankieOG,18,2022-11-08,0.589,0.719,10,-7.785,0,0.407,0.0,0.239,0.191,134.084,171556,4
12,26lsjPP2kuxymUGSBd9K2F,Holdin' On,Dorian Arielle,13,2022-12-31,0.787,0.631,10,-7.269,0,0.0155,0.0,0.0874,0.417,86.993,209732,4
13,5g9N7ZiM9qmwveSLRYJADl,SHIMMY SHIMMY ZA,Planet Asia,20,2022-07-31,0.669,0.848,11,-5.97,1,0.0287,7.51e-06,0.141,0.53,152.495,178644,4
