id,title,all_artists,popularity,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
66wnTJJ7Vo0GW02CMP3etR,Right on Time,Red Hot Chili Peppers,49,1999-06-08,0.442,0.995,1,-1.674,0,0.0108,0.0,0.33,0.639,127.02,112533,4
5icXpqn5f2lukunvG7uA70,White Blank Page,Mumford & Sons,0,2009,0.226,0.416,6,-9.781,0,0.169,1.2e-05,0.696,0.28,77.522,253107,3
38x5Xwz3mkH6iCghORp0gW,Underneath the Sycamore,Death Cab for Cutie,36,2011-05-27,0.629,0.62,0,-6.946,1,0.000158,0.426,0.0626,0.464,119.254,204667,4
5WrLScmoiITjpSrlcPesjv,Runaways,The Killers,0,2012-07-17,0.398,0.855,1,-3.843,1,0.00123,0.0053,0.0855,0.217,121.687,243800,4
0kYUrLVQOfx21xuXu7OGrT,All These Things That I've Done,The Killers,64,2004-06-15,0.557,0.728,6,-6.181,1,0.00156,5.13e-06,0.118,0.216,118.241,301573,4
7cX4PJz1old9fyFI8RlfgW,Read My Mind,The Killers,72,2006-09-27,0.543,0.917,1,-3.391,1,0.00572,7.76e-05,0.104,0.329,132.246,246840,4
7HGTkn2aX7MNdKs7nV2xBt,Somebody Told Me,The Killers,67,2004-06-15,0.509,0.987,10,-3.198,0,8.05e-05,0.000928,0.119,0.647,138.039,197160,4
6VvLaPlFhhSNHKk4exLUx8,Radioactive,Imagine Dragons,22,2012-01-01,0.46,0.803,9,-3.518,1,0.114,7.47e-05,0.225,0.236,136.195,188000,4
71WuBJBWDkgKusbyBJIOsp,On Top Of The World,Imagine Dragons,18,2012-01-01,0.629,0.923,0,-5.581,1,0.0835,4.67e-06,0.0911,0.721,99.951,190160,4
6sluAgHKStbNp7NNnbfaYz,Round And Round,Imagine Dragons,9,2012-01-01,0.448,0.87,0,-4.203,0,0.00247,0.0,0.181,0.443,141.957,196827,4
7eD2qAkE1EAs9poZhpVD6o,Before the Worst,The Script,38,2008-09-08,0.586,0.928,8,-4.231,0,0.141,0.0,0.655,0.4,115.006,203107,4
5PeBL40Uf6ZgFYfQyrPvlP,Talk You Down,The Script,33,2008-09-08,0.532,0.908,0,-3.912,1,0.0526,0.0,0.158,0.421,135.976,230787,4
2JnkwVDiBIUBZG3cr5kXWg,My Fault,Imagine Dragons,7,2012-01-01,0.597,0.815,7,-6.18,1,0.116,0.0917,0.112,0.475,108.518,175320,4
41xHdj20b01SVrV9oDWgc7,Winter Winds,Mumford & Sons,0,2009,0.468,0.501,7,-7.041,1,0.227,0.0,0.362,0.432,83.983,219707,4
4nOi8Y22QaxmAEkIrpb5Fv,Stubborn Love,The Lumineers,0,2012-04-03,0.598,0.56,0,-11.679,1,0.607,0.0432,0.196,0.221,115.01,279000,4
4BDpHt1JrVQzaU7E6RBbXh,Flowers in Your Hair,The Lumineers,0,2012-04-03,0.67,0.609,7,-10.088,1,0.749,6.74e-05,0.227,0.573,127.463,109736,4
574GJ55EBM79W6n2V5bL5z,Slow It Down,The Lumineers,0,2012-04-03,0.428,0.064,1,-14.42,1,0.929,0.0,0.0859,0.108,142.436,307000,4
6wDKGtbPpF9xPMRv7bswQN,Dead Sea,The Lumineers,0,2012-04-03,0.713,0.319,0,-11.099,1,0.81,5.71e-06,0.142,0.472,94.043,247933,4
3aLCMI1ybjE4KWu9nkUBkx,Submarines,The Lumineers,0,2012-04-03,0.809,0.52,7,-9.828,1,0.908,0.125,0.308,0.585,95.031,163240,4
2lwwrWVKdf3LR9lbbhnr6R,Float On,Modest Mouse,73,2004-04-05,0.649,0.888,6,-4.807,1,0.013,2.23e-06,0.0888,0.553,100.975,208467,4
5op53ANI4exiWqFHKuwWxd,The World At Large,Modest Mouse,58,2004-04-05,0.523,0.477,6,-9.076,1,0.0961,0.000106,0.101,0.249,76.973,272507,4
0Fe3WxeO6lZZxj7ytvbDUh,Dashboard,Modest Mouse,64,2007-03-20,0.639,0.903,11,-5.013,0,0.00963,7.06e-05,0.174,0.96,135.938,246173,4
4ToYlykhwpW98KtMIGnWQK,Ocean Breathes Salty,Modest Mouse,56,2004-04-05,0.646,0.964,7,-3.177,1,0.0407,3.65e-06,0.293,0.747,95.479,224333,4
5gVDDZOGhJrW3i4ySErfjw,Stop Crying Your Heart Out,Oasis,0,2002,0.379,0.566,2,-5.361,1,0.0811,1.56e-06,0.118,0.083,74.983,303133,4
1fsdsg4eQY13QF2PfeR10T,No Matter What,Papa Roach,0,2010-08-31,0.472,0.923,6,-3.96,1,0.00177,0.0,0.0773,0.279,111.051,213080,4
3iGjPHGVRKPgQ6LvSN2zJI,Scars,Papa Roach,50,2010-01-01,0.428,0.92,11,-3.852,1,0.0856,0.0,0.177,0.453,89.895,208213,4
7zQ5nqAKKfk0gtBgV70gyq,Forever,Papa Roach,59,2006-01-01,0.575,0.591,2,-5.916,0,0.0173,0.0,0.173,0.332,107.967,246333,4
5yx1JMKqnzkvSp1yPnpbdo,She's Only 18,Red Hot Chili Peppers,0,2006-05-09,0.567,0.711,2,-3.744,0,0.0633,1.68e-06,0.334,0.507,141.058,205267,4
0uybt73QFXaLCoxuVf6fhm,It's Not My Time,3 Doors Down,63,2008-01-01,0.532,0.935,0,-4.798,1,0.00133,8.37e-06,0.106,0.309,128.025,241960,4
3WbphvawbMZ8FyqDxYGdSQ,When I'm Gone,3 Doors Down,70,2002-11-12,0.53,0.768,7,-5.611,1,0.00385,0.0,0.103,0.374,148.095,260333,4
0s8OsDxW96cl290PcsI2mX,Duck And Run,3 Doors Down,48,2000,0.524,0.919,4,-5.505,0,0.0149,7.05e-05,0.131,0.848,87.931,230600,4
1aC1IBAETh2XYGOE8kCC6t,Loser,3 Doors Down,62,2000,0.493,0.88,6,-6.424,0,0.0108,2.66e-05,0.226,0.389,147.913,264800,4
37K07PsEPk3SuYpAvjTbJO,Let Me Be Myself,3 Doors Down,53,2008-01-01,0.496,0.675,0,-6.155,1,0.00468,1.16e-05,0.114,0.493,153.988,228627,4
2C1m7Lw5cUpFWUkN6Tovik,The Road I'm On,3 Doors Down,49,2002-11-12,0.467,0.713,4,-6.349,0,0.000271,1.45e-05,0.149,0.34,87.966,239587,4
4zbC8E1OvJmx2DlChRCWUU,Scar Tissue,Red Hot Chili Peppers,0,1999-06-08,0.595,0.717,0,-4.803,1,0.0779,0.00274,0.108,0.547,88.969,215907,4
7HPGUegOujR5KVlgxpYzlM,Look Around,Red Hot Chili Peppers,0,2011-08-29,0.56,0.953,7,-2.372,0,0.005,1.6e-05,0.226,0.519,111.911,208000,4
0vK1dB5QmHyHX9FBTg05XS,Police Station,Red Hot Chili Peppers,0,2011-08-29,0.499,0.816,9,-3.913,0,0.232,0.0,0.105,0.275,82.017,335893,4
