,id,title,all_artists,popularity,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,0VamAmertqIxKM5axPSkCy,Bailando por Ahi,Juan Magán,56,2011-05-15,0.73,0.732,4,-5.167,0,0.0427,2.22e-06,0.262,0.974,129.974,180453,4
1,3pI6VigoXHkcL3VYLJfBhq,Vente Pa' Ca (feat. Maluma) - Urban Remix,Maluma,43,2016-09-30,0.741,0.891,11,-3.773,0,0.108,1e-06,0.6,0.612,100.022,235113,4
2,0OMRAvrtLWE2TvcXorRiB9,La Gozadera (feat. Marc Anthony),Marc Anthony,71,2016-04-22,0.616,0.989,9,-1.698,0,0.166,0.0,0.172,0.902,95.036,203160,4
3,61k0dkayk6pLdp272POe11,La Temperatura (feat. Eli Palacios),Eli Palacios,47,2013-06-10,0.746,0.818,8,-4.843,0,0.0435,2.99e-05,0.311,0.89,119.975,225133,4
4,1WniHvhq9zTkny0WvGXX8o,Chantaje,Maluma,0,2016,0.859,0.756,8,-3.36,0,0.168,4.65e-05,0.163,0.91,102.033,195613,4
5,4OiSZWCsN6Hy7SmHMzplwe,"Watch Out For This [Bumaye] [feat. Busy Signal, The Flexican & FS Green]",Major Lazer,0,2013-03-25,0.828,0.755,10,-4.116,0,0.0202,9.61e-06,0.0625,0.862,108.056,269147,4
6,7L1zJMkc9Ho7Ox0uSFC9TL,Whine Up (feat. Elephant Man) - English Version,Elephant Man,40,2007-05-01,0.821,0.554,9,-5.993,1,0.0586,2.81e-06,0.172,0.472,125.011,203573,4
7,00i0O74dXdaKKdCrqHnfXm,La Mordidita (feat. Yotuel),Yotuel,66,2015-02-10,0.725,0.903,0,-2.955,1,0.0344,0.0,0.183,0.946,142.006,211680,4
8,1KhskNApqcI0XuIbbeERlw,Magalenha,Sérgio Mendes,0,1992,0.82,0.633,9,-13.816,1,0.129,0.0,0.0972,0.716,116.622,216933,4
9,1LomM3L6atrf79ZL7nHDp4,Shake Senora (feat. T-Pain & Sean Paul),Sean Paul,59,2011-06-17,0.685,0.944,5,-5.19,1,0.134,0.0,0.361,0.543,128.015,214827,4
10,3QHMxEOAGD51PDlbFPHLyJ,Vivir Mi Vida,Marc Anthony,73,2013-07-23,0.656,0.877,0,-3.231,0,0.345,0.0,0.349,0.894,105.018,252347,4
11,3LbzMtkyPGcHc6IzyKclFO,Bailando - Spanish Version,Gente De Zona,51,2014-01-01,0.699,0.79,7,-3.51,1,0.0501,1.81e-06,0.0309,0.959,90.922,242427,4
12,5Ji2qD1v0TGC5dlKIYA6Oo,Hasta Que Salga El Sol,Don Omar,0,2012-01-01,0.355,0.958,4,-4.029,1,0.0235,0.00072,0.331,0.885,190.313,245040,3
13,6YZdkObH88npeKrrkb8Ggf,DUELE EL CORAZON (feat. Wisin),Wisin,65,2016-04-18,0.716,0.908,8,-3.254,0,0.0858,0.0,0.135,0.869,91.03,199693,4
14,5PycBIeabfvX3n9ILG7Vrv,Propuesta Indecente,Romeo Santos,76,2014-02-25,0.757,0.632,2,-6.83,1,0.499,0.0,0.0723,0.742,122.936,235133,4
15,2WelLQYO7g6rn7tce4KhyJ,Muevelo (feat. Wisin),Wisin,35,2014-08-22,0.605,0.872,8,-2.361,0,0.0427,0.0,0.18,0.886,127.117,212204,4
